Date,Close,Next Day Close,Rendement
2020-03-23,96.58906555175781,103.5764389038086,0.07234124600063095
2020-03-24,103.5764389038086,103.76763916015625,0.0018459821400620257
2020-03-25,103.76763916015625,109.99889373779297,0.06005007561190945
2020-03-26,109.99889373779297,107.0353775024414,-0.026941327632037538
2020-03-27,107.0353775024414,115.59575653076172,0.07997709942327298
2020-03-30,115.59575653076172,113.96190643310547,-0.014134170203916253
2020-03-31,113.96190643310547,111.94564056396484,-0.017692454717964493
2020-04-01,111.94564056396484,115.71741485595703,0.033692909102941135
2020-04-02,115.71741485595703,116.6038589477539,0.007660420800968504
2020-04-03,116.6038589477539,121.46197509765625,0.04166342515370006
2020-04-06,121.46197509765625,119.48052215576172,-0.016313360130208895
2020-04-07,119.48052215576172,124.5037612915039,0.04204232660779304
2020-04-08,124.5037612915039,122.73950958251953,-0.014170268357224056
2020-04-09,122.73950958251953,121.47071838378906,-0.010337267951013298
2020-04-13,121.47071838378906,126.9111328125,0.04478786740621591
2020-04-14,126.9111328125,128.32769775390625,0.011161865078449025
2020-04-15,128.32769775390625,130.07452392578125,0.013612230270232735
2020-04-16,130.07452392578125,132.1168975830078,0.015701565499420263
2020-04-17,132.1168975830078,131.8126983642578,-0.002302500469774311
2020-04-20,131.8126983642578,130.08323669433594,-0.013120599846477567
2020-04-21,130.08323669433594,132.95985412597656,0.0221136674081994
2020-04-22,132.95985412597656,135.1499481201172,0.01647184414075514
2020-04-23,135.1499481201172,134.5850830078125,-0.004179543685822598
2020-04-24,134.5850830078125,134.08969116210938,-0.0036808822689091635
2020-04-27,134.08969116210938,131.56936645507812,-0.01879581260265767
2020-04-28,131.56936645507812,130.5699462890625,-0.007596146374671935
2020-04-29,130.5699462890625,130.3961181640625,-0.0013313027227197468
2020-04-30,130.3961181640625,128.87522888183594,-0.01166360857700535
2020-05-01,128.87522888183594,128.85784912109375,-0.00013485726382781273
2020-05-04,128.85784912109375,129.92681884765625,0.008295728462438786
2020-05-05,129.92681884765625,128.69273376464844,-0.009498309078549984
2020-05-06,128.69273376464844,128.26687622070312,-0.0033091032530563466
2020-05-07,128.26687622070312,129.23153686523438,0.007520730783771495
2020-05-08,129.23153686523438,129.587890625,0.0027574829519921205
2020-05-11,129.587890625,127.87577056884766,-0.013212037389410541
2020-05-12,127.87577056884766,127.86707305908203,-6.801530678512944e-05
2020-05-13,127.86707305908203,128.31033325195312,0.0034665702613391465
2020-05-14,128.31033325195312,130.7437286376953,0.018964921406321316
2020-05-15,130.7437286376953,130.81329345703125,0.000532070027838268
2020-05-18,130.81329345703125,129.50962829589844,-0.009965846181841086
2020-05-19,129.50962829589844,128.34507751464844,-0.008992001572186438
2020-05-20,128.34507751464844,127.50211334228516,-0.00656795093888249
2020-05-21,127.50211334228516,126.33820343017578,-0.009128553885101547
2020-05-22,126.33820343017578,126.50447082519531,0.001316050018959019
2020-05-26,126.50447082519531,126.79327392578125,0.0022829477780671285
2020-05-27,126.79327392578125,128.6134796142578,0.014355695946001239
2020-05-28,128.6134796142578,130.17117309570312,0.012111432535043784
2020-05-29,130.17117309570312,128.8059844970703,-0.010487641512065904
2020-06-01,128.8059844970703,129.7335968017578,0.0072016242747525334
2020-06-02,129.7335968017578,130.08364868164062,0.0026982361432383375
2020-06-03,130.08364868164062,128.40345764160156,-0.01291623549206455
2020-06-04,128.40345764160156,128.90225219726562,0.0038845881943171097
2020-06-05,128.90225219726562,128.43846130371094,-0.003598004578266987
2020-06-08,128.43846130371094,127.72964477539062,-0.005518724851773297
2020-06-09,127.72964477539062,129.33978271484375,0.012605828054125667
2020-06-10,129.33978271484375,123.27536010742188,-0.04688752741136226
2020-06-11,123.27536010742188,124.3954849243164,0.009086364184363014
2020-06-12,124.3954849243164,123.60789489746094,-0.006331339335464203
2020-06-15,123.60789489746094,126.4169692993164,0.02272568757995385
2020-06-16,126.4169692993164,126.03194427490234,-0.003045675169624119
2020-06-17,126.03194427490234,125.49809265136719,-0.004235843750618596
2020-06-18,125.49809265136719,125.86564636230469,0.0029287593394631234
2020-06-19,125.86564636230469,125.48059844970703,-0.003059197832975763
2020-06-22,125.48059844970703,125.016845703125,-0.0036958123591345846
2020-06-23,125.016845703125,122.35649871826172,-0.02127990807879407
2020-06-24,122.35649871826172,122.22522735595703,-0.0010728597473760111
2020-06-25,122.22522735595703,120.59754943847656,-0.013317037347291453
2020-06-26,120.59754943847656,121.67391967773438,0.008925307722002495
2020-06-29,121.67391967773438,123.06536102294922,0.011435822474530418
2020-06-30,123.06536102294922,122.84658813476562,-0.0017776967163229383
2020-07-01,122.84658813476562,123.36288452148438,0.004202773512540377
2020-07-02,123.36288452148438,125.121826171875,0.014258272714791255
2020-07-06,125.121826171875,125.0080795288086,-0.0009090871396822237
2020-07-07,125.0080795288086,125.37557983398438,0.002939812423012941
2020-07-08,125.37557983398438,124.69305419921875,-0.005443848281055919
2020-07-09,124.69305419921875,124.58802795410156,-0.0008422782310664224
2020-07-10,124.58802795410156,127.0732650756836,0.01994763993292836
2020-07-13,127.0732650756836,129.44485473632812,0.018663167734236118
2020-07-14,129.44485473632812,129.74232482910156,0.0022980449348826365
2020-07-15,129.74232482910156,130.60870361328125,0.006677688143178365
2020-07-16,130.60870361328125,130.6962127685547,0.0006700101360208197
2020-07-17,130.6962127685547,130.91494750976562,0.0016736119324152654
2020-07-20,130.91494750976562,131.0374755859375,0.0009359364877928473
2020-07-21,131.0374755859375,131.27374267578125,0.0018030497671545909
2020-07-22,131.27374267578125,130.9237060546875,-0.0026664633304336223
2020-07-23,130.9237060546875,129.61984252929688,-0.0099589567442125
2020-07-24,129.61984252929688,128.79721069335938,-0.006346496183650027
2020-07-27,128.79721069335938,128.49095153808594,-0.0023778399673777084
2020-07-28,128.49095153808594,128.2371826171875,-0.001974994486854726
2020-07-29,128.2371826171875,128.49969482421875,0.0020470833940176235
2020-07-30,128.49969482421875,127.55461883544922,-0.007354694422133443
2020-07-31,127.55461883544922,128.94601440429688,0.01090823352028212
2020-08-03,128.94601440429688,128.8322296142578,-0.0008824219233508224
2020-08-04,128.8322296142578,129.86483764648438,0.008015137480103691
2020-08-05,129.86483764648438,129.12100219726562,-0.005727766366162987
2020-08-06,129.12100219726562,130.03988647460938,0.007116458683769487
2020-08-07,130.03988647460938,129.54107666015625,-0.003835821669611492
2020-08-10,129.54107666015625,128.6134796142578,-0.007160640237165361
2020-08-11,128.6134796142578,130.96746826171875,0.018302814405776947
2020-08-12,130.96746826171875,129.51483154296875,-0.011091584330294332
2020-08-13,129.51483154296875,129.72482299804688,0.001621369943321563
2020-08-14,129.72482299804688,130.38116455078125,0.005059490832716394
2020-08-17,130.38116455078125,131.34376525878906,0.007382973693511503
2020-08-18,131.34376525878906,131.60633850097656,0.0019991298534052762
2020-08-19,131.60633850097656,132.50767517089844,0.0068487329728057645
2020-08-20,132.50767517089844,133.68031311035156,0.008849585036796885
2020-08-21,133.68031311035156,134.03268432617188,0.0026359245248732633
2020-08-24,134.03268432617188,133.95335388183594,-0.0005918738756502473
2020-08-25,133.95335388183594,134.16481018066406,0.00157858159351991
2020-08-26,134.16481018066406,134.76382446289062,0.004464764504343128
2020-08-27,134.76382446289062,135.34527587890625,0.004314595688665225
2020-08-28,135.34527587890625,135.14263916015625,-0.0014971835362122248
2020-08-31,135.14263916015625,133.47769165039062,-0.012319927449341222
2020-09-01,133.47769165039062,135.5126495361328,0.015245677840100946
2020-09-02,135.5126495361328,131.7422637939453,-0.02782312762014274
2020-09-03,131.7422637939453,130.89659118652344,-0.0064191443434171575
2020-09-04,130.89659118652344,129.72491455078125,-0.00895116232685224
2020-09-08,129.72491455078125,131.8743896484375,0.01656948555410172
2020-09-09,131.8743896484375,129.41664123535156,-0.01863704104821279
2020-09-10,129.41664123535156,130.18304443359375,0.005921983378076081
2020-09-11,130.18304443359375,130.68516540527344,0.003857038171632397
2020-09-14,130.68516540527344,131.1608428955078,0.0036398736517586436
2020-09-15,131.1608428955078,130.7292022705078,-0.003290925976618464
2020-09-16,130.7292022705078,129.64566040039062,-0.008288445514071893
2020-09-17,129.64566040039062,131.41632080078125,0.013657691240279185
2020-09-18,131.41632080078125,127.82215881347656,-0.02734943396226415
2020-09-21,127.82215881347656,127.03812408447266,-0.006133793516568614
2020-09-22,127.03812408447266,127.24073791503906,0.0015949057184729864
2020-09-23,127.24073791503906,127.44336700439453,0.0015924859653892282
2020-09-24,127.44336700439453,128.31546020507812,0.006842986192082653
2020-09-25,128.31546020507812,129.5928192138672,0.00995483324260026
2020-09-28,129.5928192138672,129.54876708984375,-0.00033992719882679787
2020-09-29,129.54876708984375,131.15203857421875,0.01237581430059547
2020-09-30,131.15203857421875,129.77783203125,-0.010477965557440332
2020-10-01,129.77783203125,128.82640075683594,-0.007331231070225934
2020-10-02,128.82640075683594,130.57945251464844,0.01360786102470908
2020-10-05,130.57945251464844,128.84400939941406,-0.013290323108374899
2020-10-06,128.84400939941406,130.2711181640625,0.011076252371380548
2020-10-07,130.2711181640625,131.1608428955078,0.006829792696833995
2020-10-08,131.1608428955078,132.9931640625,0.01397003195879083
2020-10-09,132.9931640625,133.7595977783203,0.005762955721995815
2020-10-12,133.7595977783203,130.69400024414062,-0.022918710769901537
2020-10-13,130.69400024414062,130.46495056152344,-0.001752564633336766
2020-10-14,130.46495056152344,129.66326904296875,-0.006144803758436547
2020-10-15,129.66326904296875,130.46495056152344,0.006182795825462495
2020-10-16,130.46495056152344,127.13504028320312,-0.025523408884825544
2020-10-19,127.13504028320312,127.33763885498047,0.0015935698869960616
2020-10-20,127.33763885498047,126.79149627685547,-0.004288932817004555
2020-10-21,126.79149627685547,127.8045425415039,0.007989859686144891
2020-10-22,127.8045425415039,127.94547271728516,0.0011027008350308332
2020-10-23,127.94547271728516,126.82674407958984,-0.008743792288511156
2020-10-26,126.82674407958984,126.1043472290039,-0.005695934684979368
2020-10-27,126.1043472290039,121.88473510742188,-0.033461274050443864
2020-10-28,121.88473510742188,120.85404205322266,-0.00845629317970645
2020-10-29,120.85404205322266,120.78356170654297,-0.0005831856798686866
2020-10-30,120.78356170654297,122.17540740966797,0.011523469613411825
2020-11-02,122.17540740966797,122.00804901123047,-0.0013698206700169073
2020-11-03,122.00804901123047,122.8008804321289,0.006498189482773057
2020-11-04,122.8008804321289,123.11798858642578,0.002582295445936466
2020-11-05,123.11798858642578,125.31151580810547,0.017816464083474575
2020-11-06,125.31151580810547,128.68544006347656,0.026924295294119008
2020-11-09,128.68544006347656,130.62347412109375,0.01506024346391647
2020-11-10,130.62347412109375,130.20066833496094,-0.0032368285178271464
2020-11-11,130.20066833496094,130.64114379882812,0.003383050713180655
2020-11-12,130.64114379882812,132.0505828857422,0.010788630946805178
2020-11-13,132.0505828857422,132.88748168945312,0.006337713817098943
2020-11-16,132.88748168945312,131.56607055664062,-0.009943834558476522
2020-11-17,131.56607055664062,129.82183837890625,-0.013257461975984637
2020-11-18,129.82183837890625,129.61923217773438,-0.0015606480673963012
2020-11-19,129.61923217773438,128.93211364746094,-0.00530105385388534
2020-11-20,128.93211364746094,127.61925506591797,-0.010182556885189348
2020-11-23,127.61925506591797,127.61925506591797,0.0
2020-11-24,127.61925506591797,127.45074462890625,-0.0013204154570928943
2020-11-25,127.45074462890625,127.73458862304688,0.0022270877660784433
2020-11-27,127.73458862304688,128.33779907226562,0.00472237360077045
2020-11-30,128.33779907226562,130.79490661621094,0.01914562632137506
2020-12-01,130.79490661621094,131.40695190429688,0.004679427539803599
2020-12-02,131.40695190429688,132.16981506347656,0.005805348561279144
2020-12-03,132.16981506347656,133.29638671875,0.008523668242498367
2020-12-04,133.29638671875,132.1431884765625,-0.008651384111564117
2020-12-07,132.1431884765625,134.43177795410156,0.017319012080179802
2020-12-08,134.43177795410156,135.80673217773438,0.010227895848422514
2020-12-09,135.80673217773438,135.05274963378906,-0.005551878996385487
2020-12-10,135.05274963378906,135.6736602783203,0.0045975416732715185
2020-12-11,135.6736602783203,132.23196411132812,-0.02536746012403519
2020-12-14,132.23196411132812,133.56251525878906,0.010062250503522174
2020-12-15,133.56251525878906,132.76414489746094,-0.005977503192278257
2020-12-16,132.76414489746094,136.2679901123047,0.026391502145025
2020-12-17,136.2679901123047,137.05743408203125,0.005793319245964849
2020-12-18,137.05743408203125,135.73574829101562,-0.009643298810224138
2020-12-21,135.73574829101562,135.46966552734375,-0.0019602998253739107
2020-12-22,135.46966552734375,134.77777099609375,-0.005107376094542326
2020-12-23,134.77777099609375,135.2479248046875,0.0034883631411842865
2020-12-24,135.2479248046875,135.8865509033203,0.004721892033131429
2020-12-28,135.8865509033203,136.72926330566406,0.006201587991907438
2020-12-29,136.72926330566406,138.42352294921875,0.01239134624580766
2020-12-30,138.42352294921875,139.603271484375,0.008522746062380205
2020-12-31,139.603271484375,138.8226318359375,-0.005591843515822425
2021-01-04,138.8226318359375,140.45484924316406,0.01175757429203287
2021-01-05,140.45484924316406,141.77655029296875,0.009410148933458876
2021-01-06,141.77655029296875,142.25552368164062,0.0033783681975765294
2021-01-07,142.25552368164062,141.9628143310547,-0.0020576308252254834
2021-01-08,141.9628143310547,141.36849975585938,-0.004186410208869076
2021-01-11,141.36849975585938,140.26858520507812,-0.007780478343342264
2021-01-12,140.26858520507812,140.05564880371094,-0.001518061945629994
2021-01-13,140.05564880371094,142.50392150878906,0.017480713744787244
2021-01-14,142.50392150878906,142.19345092773438,-0.0021786809637764173
2021-01-15,142.19345092773438,144.39329528808594,0.015470785370203643
2021-01-19,144.39329528808594,144.03848266601562,-0.002457265216936901
2021-01-20,144.03848266601562,143.4619598388672,-0.004002561096712122
